"obs_id","vtime","Y","delta","Y1","Y2"
"43",6,1.9559839409776,2.28506047567984,1,1.49204282790534,0.00935993438318777
"54",6,0.047342493198812,2.28506047567984,1,0.786318050910581,0.393731659075292
"63",6,1.05591402109712,2.28506047567984,1,1.14132773154328,0.43608521720736
"16",7,0,5.34541118126363,0,-0.303146775550436,-0.289313897194194
"24",7,0.344893712550402,5.34541118126363,0,-0.288841205323357,0.0874820618628222
"35",7,1.59419041266665,5.34541118126363,0,-0.889290308817713,-0.613802835319294
"44",7,1.40860013850033,5.34541118126363,0,-0.784255882656882,0.108086738208592
"55",7,0.716057679615915,5.34541118126363,0,-0.786983096962427,0.116192875621567
"64",7,1.19863620726392,5.34541118126363,0,-0.381282221010143,0.0353166406284728
"72",7,1.70822358550504,5.34541118126363,0,-0.809485177377178,-0.34655512992271
"83",7,0.742998083587736,5.34541118126363,0,-0.150906017822884,0.275868458412858
"17",8,0,1.61768078433527,1,0.569517721682376,1.13385585708958
"45",8,1.08769376855344,1.61768078433527,1,0.279063780002076,0.743658061114229
"56",8,1.5604095957242,1.61768078433527,1,0.176960221838071,-0.0586422258293704
"18",9,0,2.09158179666921,1,0.673679333626058,0.85776658870541
"25",9,0.880790607072413,2.09158179666921,1,1.44430886798212,0.349907025506146
"36",9,0.889819901902229,2.09158179666921,1,1.71544365874971,0.502211705186652
"46",9,1.65985271334648,2.09158179666921,1,2.05601316376202,-0.619473792885506
"57",9,0.0346855423413217,2.09158179666921,1,2.02211186480992,0.633705644097179
"65",9,0.356082103680819,2.09158179666921,1,1.22818452531318,0.751051987155324
"73",9,0.646463436074555,2.09158179666921,1,1.669593238577,-0.426639959187853
"84",9,1.97340604010969,2.09158179666921,1,1.25555193170677,-0.157539630155377
"19",10,0,0.509476657108893,1,0.392337353475029,2.53247768732976
"58",10,0.230146439280361,0.509476657108893,1,0.650242469531773,1.56771099630201
"110",11,0,2.37508358540945,0,-1.74723938618714,-0.351749183250549
"26",11,0.0696847862564027,2.37508358540945,0,-2.05477290356444,-0.745362129263768
"37",11,1.39478695485741,2.37508358540945,0,-2.65162211019659,-0.601317214030486
"47",11,1.57084432709962,2.37508358540945,0,-2.96570775874448,-0.283455316617075
"59",11,1.45912543870509,2.37508358540945,0,-2.11209503496444,-0.621843880020047
"66",11,0.723368231207132,2.37508358540945,0,-2.54896873616001,-0.438496413510318
"74",11,0.169652887620032,2.37508358540945,0,-2.26879395647543,-0.0239773529633733
"85",11,0.407831683754921,2.37508358540945,0,-1.95204126131452,-0.275100156547083
"111",12,0,0.818834814688261,1,0.47757716490285,1.27825517230858
"38",12,0.6920340587385,0.818834814688261,1,0.809049270681112,1.441380124111
"510",12,0.207029104232788,0.818834814688261,1,-0.0469102886125921,1.22520596282996
"67",12,0.516355102881789,0.818834814688261,1,0.636412413866339,1.98726932784076
"112",13,0,0.961822534856526,1,-0.494516950086507,0.401828223263715
"27",13,0.933406077791005,0.961822534856526,1,0.0428330128213521,0.636573664611682
"39",13,0.896438703406602,0.961822534856526,1,-0.0690041681919742,1.27999175459872
"113",14,0,1.37061277982648,1,0.960183096765664,1.13747044105681
"310",14,0.283080538734794,1.37061277982648,1,0.94914707600638,0.952013852673674
"48",14,0.709301836788654,1.37061277982648,1,1.02193526421517,0.730995218500141
"68",14,0.531204425729811,1.37061277982648,1,0.700101659523319,0.586491460376413
"75",14,0.253209265414625,1.37061277982648,1,1.06916853199424,1.06892503683173
"114",15,0,0.602559423577227,1,2.38046068677603,2.10469115370632
"49",15,0.251479021273553,0.602559423577227,1,1.97577983347923,1.55825192239083
"115",16,0,2.00088871851647,1,0.0607538427631863,1.5996303604677
"28",16,0.518712631426752,2.00088871851647,1,-1.0151068958616,1.06568116354895
"311",16,1.27539472235367,2.00088871851647,1,-0.398934737597108,1.09637131173539
"410",16,0.826112107839435,2.00088871851647,1,-0.148482115756581,0.706073942458677
"511",16,0.16706809727475,2.00088871851647,1,-0.807060909468819,1.83987672291831
"69",16,1.88824894372374,2.00088871851647,1,-0.567042358287749,0.777880956132564
"76",16,0.101815333589911,2.00088871851647,1,-0.213337814133355,1.5324052137649
"86",16,1.51787847699597,2.00088871851647,1,-0.171803881079126,0.77179210174419
"9",16,0.320630406495184,2.00088871851647,1,-0.62421372388278,1.64611448951909
"116",17,0,5.68684699615403,1,-1.12361898542112,-0.229289880730305
"29",17,0.689762157388031,5.68684699615403,1,-1.2717843517206,0.162459825677954
"312",17,1.94992660125718,5.68684699615403,1,-0.526263550270971,-0.926905586376994
"411",17,0.754303053487092,5.68684699615403,1,-1.33665272118342,-0.27325946647606
"512",17,1.76472280453891,5.68684699615403,1,-1.41342696314761,-0.459965451149342
"610",17,1.30984944151714,5.68684699615403,1,-1.05749046456185,-0.313432591373988
"117",18,0,4.112939802045,0,0.00238527569537986,-0.262324078506899
"210",18,1.35412697773427,4.112939802045,0,-0.614082226970864,-0.514468721211058
"313",18,1.36199526302516,4.112939802045,0,-0.65055781315687,0.349515779091176
"412",18,1.10930499294773,4.112939802045,0,-0.137403560557739,0.424877953572772
"513",18,1.73258448997512,4.112939802045,0,-0.336855768472858,-0.00822857333420496
"611",18,0.521924772765487,4.112939802045,0,-0.145766780059352,0.0710617071753408
"77",18,0.928206689655781,4.112939802045,0,-0.648095388615258,0.0525280580420079
"118",19,0,1.37072315907571,0,0.654706378589152,0.0200438586164291
"211",19,1.03915201732889,1.37072315907571,0,1.62985856568139,-0.194490705556078
"413",19,0.508089110255241,1.37072315907571,0,0.922151693996663,-1.0431251893477
"514",19,1.07534122746438,1.37072315907571,0,1.01847738922688,-0.847614069127411
"119",20,0,1.35475659881192,1,3.01977885856922,-0.184877987814635
"212",20,1.02593461005017,1.35475659881192,1,3.04637934382951,0.170908499850342
"314",20,1.06201143004,1.35475659881192,1,3.57412195539397,-0.0511463791097329
"414",20,0.12819434190169,1.35475659881192,1,2.7947953272196,0.135824546181227
"515",20,0.158905851654708,1.35475659881192,1,2.90735335704356,-0.363452461870099
"120",21,0,1.71384961865882,1,0.762167246002306,2.00158404831189
"213",21,0.362833731342107,1.71384961865882,1,-0.12140927529424,2.10039531150026
"415",21,0.731046316213906,1.71384961865882,1,0.102529440075173,1.87692024624167
"516",21,1.29051811108366,1.71384961865882,1,0.555086168679399,1.65246598375646
"612",21,0.989894536789507,1.71384961865882,1,-0.170906600721004,2.38699393645835
"121",22,0,0.873411398891732,1,0.635222975536753,1.93532068291015
"214",22,0.339246792718768,0.873411398891732,1,1.05702676747583,1.3177414943501
"517",22,0.704091308172792,0.873411398891732,1,0.895762841357853,2.17901605839675
"78",22,0.75385147286579,0.873411398891732,1,0.704317768153018,1.12044085545495
"91",22,0.0648694639094174,0.873411398891732,1,1.38048437954685,2.32058314489012
"122",23,0,0.814036694400874,1,-0.00401069320902481,0.82263153372273
"92",23,0.0465416680090129,0.814036694400874,1,-0.497862505008871,1.14227623293153
"123",24,0,1.98844702238389,1,-0.0462644678432118,0.374496681165824
"215",24,1.50010613445193,1.98844702238389,1,0.116385094160882,1.05030042989829
"315",24,1.43394446047023,1.98844702238389,1,0.71910976038303,0.65906335554205
"416",24,1.34500377159566,1.98844702238389,1,-0.329703801260888,1.0829981176519
"518",24,0.822937017772347,1.98844702238389,1,0.571048711372737,0.73638505130872
"613",24,1.73684581089765,1.98844702238389,1,0.591249431020069,0.887367539760349
"79",24,1.01001404831186,1.98844702238389,1,0.603084043394595,0.502664886761384
"87",24,1.81242293631658,1.98844702238389,1,0.553355076480421,1.14783357741808
"124",25,0,1.87449842092174,1,1.16033283155016,0.549386229702308
"216",25,0.562914100009948,1.87449842092174,1,1.22846673806811,0.0701803727433165
"417",25,1.74833551980555,1.87449842092174,1,0.865293738210883,0.900294850947337
"519",25,0.547399608884007,1.87449842092174,1,1.45436794016622,0.547393387032156
"614",25,1.70539687853307,1.87449842092174,1,0.631038712258439,0.893930870387528
"710",25,1.21052514202893,1.87449842092174,1,0.172047509695148,0.488879198287565
"88",25,0.269716937094927,1.87449842092174,1,1.22363912040752,0.916047218377182
"125",26,0,0.786216576348711,1,1.70480377183236,1.05383970489135
"217",26,0.304377570748329,0.786216576348711,1,1.96704906154905,1.20842636529752
"316",26,0.147190790623426,0.786216576348711,1,3.07314711932822,1.68965249314479
"520",26,0.103425559587777,0.786216576348711,1,1.61298073941021,1.71502412705193
"126",27,0,1.13376393341643,1,1.29442801903017,1.10619568627527
"317",27,0.162645507603884,1.13376393341643,1,1.52365723781915,1.37129038469854
"711",27,0.391212321817875,1.13376393341643,1,1.09827715358426,1.3502621513885
"127",28,0,2.34197429486166,1,-0.768565662042683,0.123909879551751
"218",28,0.117153606377542,2.34197429486166,1,-0.809455984666115,0.25345091909213
"318",28,1.84124746592715,2.34197429486166,1,-0.783636485452842,0.772749479820966
"418",28,1.83936918200925,2.34197429486166,1,-0.5875894826697,0.753333241008157
"521",28,0.615827087778598,2.34197429486166,1,-0.29198588241655,0.359011503081839
"615",28,1.97011726954952,2.34197429486166,1,-0.427535382815259,0.216397722070254
"128",29,0,2.89472722710613,1,0.618442528458042,0.630007939424764
"219",29,0.0548880649730563,2.89472722710613,1,-0.356370433415133,-0.265780583976614
"319",29,1.39948231913149,2.89472722710613,1,1.09709071660213,-0.162987455970255
"419",29,0.184035155922174,2.89472722710613,1,0.524877323990855,-0.0116818346331812
"522",29,1.41855288855731,2.89472722710613,1,1.60329167197721,0.0141075479454176
"129",30,0,1.47851484272738,1,1.30698550460657,0.383500425508438
"420",30,0.316457309760153,1.47851484272738,1,1.34419621281164,-0.266824176933984
"523",30,0.702226735185832,1.47851484272738,1,2.3511073871459,-0.0502302043634786
"89",30,0.1333531383425,1.47851484272738,1,1.46834912862294,-0.613235229746463
"93",30,0.13984713377431,1.47851484272738,1,1.53585067769118,-0.121859591638865
"130",31,0,2.07202034367782,1,-0.479598548229526,0.0150306020109959
"220",31,0.651252754498273,2.07202034367782,1,-0.108837847364324,0.722066216667934
"320",31,0.97857869323343,2.07202034367782,1,-0.0878059830800349,0.262601071643054
"421",31,0.0760310511104763,2.07202034367782,1,-0.382991553944999,0.538425015096467
"524",31,0.195628701709211,2.07202034367782,1,-0.303903771290146,0.783343939540754
"616",31,0.294446706306189,2.07202034367782,1,0.112511646343589,0.505226068484328
"712",31,0.830918045248836,2.07202034367782,1,-0.461847604900873,0.544407029611626
"131",32,0,2.57441069523746,1,1.59174279677632,0.434493684080468
"221",32,0.295623688958585,2.57441069523746,1,0.818538900653789,0.150076546369817
"321",32,1.75094096688554,2.57441069523746,1,-0.161199688959419,0.580723443870377
"422",32,1.31264101248235,2.57441069523746,1,0.142409201557922,0.580096290693811
"525",32,0.402901537250727,2.57441069523746,1,1.37362831663706,0.389943918556514
"617",32,1.55941640166566,2.57441069523746,1,0.340161515788586,0.770249915694366
"713",32,1.9448417252861,2.57441069523746,1,-0.66478795216413,1.40745281411638
"810",32,0.587971433997154,2.57441069523746,1,0.841455256936538,0.135586466704207
"132",33,0,1.02425107765011,0,1.1879220279672,0.439355227794948
"222",33,0.853968262206763,1.02425107765011,0,2.04183554335492,0.302728259724918
"322",33,0.588864118792117,1.02425107765011,0,2.16605441447154,-0.0253374561701472
"423",33,0.78491702536121,1.02425107765011,0,1.67050832735798,-0.0339342290588341
"526",33,0.830384305212647,1.02425107765011,0,1.96050501921433,0.812796066571036
"618",33,0.925029411911964,1.02425107765011,0,2.03679587915322,0.528754955439155
"133",34,0,2.79165917311329,0,-0.217574963542287,0.147324924999779
"223",34,0.309419470373541,2.79165917311329,0,0.246939054543905,-0.263813477887677
"323",34,0.280381354968995,2.79165917311329,0,-0.0926409519251746,-0.117600699197579
"424",34,1.99413144867867,2.79165917311329,0,-0.167774308880646,-0.858410549984388
"527",34,1.165999956429,2.79165917311329,0,0.181546704640156,-0.147557602062964
"619",34,0.821032307576388,2.79165917311329,0,0.0910342467240007,-0.145102832577532
"714",34,0.0839381194673479,2.79165917311329,0,0.884227296341764,-0.8560487576252
"134",35,0,4.38010905494625,1,-0.0639321850326491,-0.739382785105932
"224",35,1.01197217637673,4.38010905494625,1,-0.212628538541456,-0.781559383699042
"324",35,0.400292735081166,4.38010905494625,1,-0.122807026992892,-0.601424318258736
"425",35,0.566093867644668,4.38010905494625,1,-0.233267327709787,-1.1472757003824
"528",35,0.348651712294668,4.38010905494625,1,-0.532688831566912,-0.775358217263272
"620",35,0.718386656604707,4.38010905494625,1,0.0638585533355688,-0.686072292316769
"135",36,0,1.41380940198433,0,-1.22207616762373,0.216215307359851
"225",36,0.384687439072877,1.41380940198433,0,-1.26118289670915,-0.260581226303754
"426",36,0.0966927316039801,1.41380940198433,0,-1.25237860827135,-0.360309204407997
"529",36,0.919040640816092,1.41380940198433,0,-0.970786710088706,-0.351560805813967
"621",36,1.02842010231689,1.41380940198433,0,-1.39643446665027,-1.04083718366428
"715",36,1.08771170303226,1.41380940198433,0,-1.37973905703254,-0.281307625985156
"811",36,0.098954398650676,1.41380940198433,0,-0.988222268751492,-0.32310054842277
"136",37,0,2.32417189187836,0,-0.499647214462933,-0.0463632105113633
"226",37,1.05830134265125,2.32417189187836,0,-1.05220883435156,-1.90519849151981
"325",37,1.10812296159565,2.32417189187836,0,-0.726064783663294,-1.79604170617773
"427",37,0.335342747624964,2.32417189187836,0,-0.798842398519784,-1.35554345051403
"530",37,1.72092788061127,2.32417189187836,0,-1.14626384175697,-2.450928276585
"137",38,0,1.58560385162858,1,-0.349728820327267,1.18530828346499
"227",38,0.188088704366237,1.58560385162858,1,-0.094311021562396,1.9077714491876
"326",38,0.033922222442925,1.58560385162858,1,-0.60698670268086,1.78309877445187
"428",38,0.537965702824295,1.58560385162858,1,-0.666759614778688,1.5506014662769
"531",38,0.30959813343361,1.58560385162858,1,-0.629556518761574,1.5815004536039
"716",38,0.225139715243131,1.58560385162858,1,-0.19918481662513,1.51034607900871
"138",39,0,1.3149384783071,1,0.831632530291275,1.20279364855321
"228",39,0.0120331360958517,1.3149384783071,1,0.221153612383126,1.31189853415927
"327",39,1.03954448737204,1.3149384783071,1,0.836873606058611,1.27617977653872
"429",39,1.25052164448425,1.3149384783071,1,0.743666712916253,1.5705066901478
"532",39,1.14360185246915,1.3149384783071,1,1.05464138196878,1.06025170747548
"622",39,0.349528196733445,1.3149384783071,1,0.691570208514435,1.30907911349028
"717",39,0.265212238300592,1.3149384783071,1,0.464950797490055,0.554102399487894
"812",39,0.0838568392209709,1.3149384783071,1,0.64291619685092,0.686884197563093
"139",40,0,4.87813421091316,1,0.421553464977549,-0.24903375532311
"229",40,0.734252154361457,4.87813421091316,1,0.24790635369582,-0.208911737545797
"328",40,0.353493540082127,4.87813421091316,1,0.80061509123762,-0.472462019787545
"430",40,0.0645186211913824,4.87813421091316,1,0.112505512402955,-1.01172239178877
"533",40,1.5975604983978,4.87813421091316,1,-0.0517884124836572,-0.414744996774668
"623",40,0.686713092960417,4.87813421091316,1,-0.0433100675668584,-0.683455525033868
"718",40,0.626890627667308,4.87813421091316,1,0.513128998731344,-0.175025444366134
"813",40,0.543163651134819,4.87813421091316,1,0.196745260168418,-1.33549231256561
"140",41,0,1.45096787398215,0,-1.04441604211407,-0.738637569403862
"329",41,0.371724801138043,1.45096787398215,0,-0.545623599897648,-0.993756237265408
"431",41,0.899235394317657,1.45096787398215,0,-0.823484628016989,-1.95144484799202
"534",41,0.15221045864746,1.45096787398215,0,-1.4087927547148,-0.826021490188202
"624",41,0.976841093041003,1.45096787398215,0,-1.20983618591274,-1.86876188856277
"141",42,0,2.27697163254754,1,0.0174499604003405,0.679732431369286
"230",42,1.12149706110358,2.27697163254754,1,0.899582033171762,0.308237094261839
"330",42,1.31400249013677,2.27697163254754,1,0.330825715229261,0.150649000713536
"432",42,0.0770318093709648,2.27697163254754,1,-0.147985594532442,0.861577327229929
"535",42,0.738988539204001,2.27697163254754,1,0.0935942866876092,0.623775845672012
"625",42,1.38578643416986,2.27697163254754,1,0.615775033706508,0.548747140827595
"719",42,1.41377640329301,2.27697163254754,1,-0.173619755413573,0.493787723961253
"814",42,1.08996709156781,2.27697163254754,1,0.692982884481332,0.372880799378246
"94",42,0.529797068797052,2.27697163254754,1,0.208668551664539,0.624365263529006
"142",43,0,2.37510906379665,1,0.0814809949440699,0.323738946743061
"231",43,1.35385898360983,2.37510906379665,1,0.568400831408199,0.17635943191439
"331",43,0.524049352388829,2.37510906379665,1,0.581190233460153,-0.00634609923855847
"433",43,1.64335573092103,2.37510906379665,1,0.698370749745075,-0.251886406251803
"536",43,0.0753759914077818,2.37510906379665,1,0.198066369102086,0.47457882628256
"626",43,0.100224265363067,2.37510906379665,1,1.23803746420202,0.119338543704346
"720",43,1.68047915631905,2.37510906379665,1,0.776249343046033,0.703830323308085
"815",43,1.05599665362388,2.37510906379665,1,1.35380182253553,0.0114527469473187
"95",43,0.365243526641279,2.37510906379665,1,0.355504568906927,0.298471233857861
"143",44,0,1.47275109516985,1,-0.0110151532803045,0.140629030210313
"332",44,0.3481699032709,1.47275109516985,1,0.0124842642724335,0.0568389945721453
"434",44,0.571493747644126,1.47275109516985,1,0.696487788445367,0.847198517586286
"721",44,0.71662318194285,1.47275109516985,1,0.121959212040916,0.79630099251644
"816",44,0.896137825213373,1.47275109516985,1,0.280998007376679,0.282520332309309
"144",45,0,1.32347658666538,1,0.27185787532311,2.40117610118531
"333",45,0.711554557550699,1.32347658666538,1,0.0625976601531801,2.09073271484692
"435",45,0.741538784001023,1.32347658666538,1,-0.531866047136393,2.46465895263262
"627",45,0.416924705263227,1.32347658666538,1,0.188449874579628,2.24075952305977
"817",45,1.11084927339107,1.32347658666538,1,-0.316409572695654,2.35617174435437
"96",45,0.359174253884703,1.32347658666538,1,0.158711087323063,2.23659110483673
"145",46,0,3.68549998689194,1,-2.0806098223325,-0.0548722418636292
"232",46,1.19315699255094,3.68549998689194,1,-2.08461584298996,0.605970384856549
"334",46,1.27983553195372,3.68549998689194,1,-1.43328437796538,0.964253130277693
"436",46,1.72879396146163,3.68549998689194,1,-2.25399831062084,0.595201475137328
"537",46,0.570358304306865,3.68549998689194,1,-2.06528405066814,0.72001844770211
"628",46,0.00812363624572754,3.68549998689194,1,-2.23588962469435,-0.0358066584271093
"722",46,1.60842958232388,3.68549998689194,1,-1.66160102230144,0.907183942900596
"818",46,0.890426573809236,3.68549998689194,1,-1.74876614572914,0.625912924328074
"146",47,0,0.369758453102876,1,1.29261556902227,0.729532057106677
"538",47,0.0610577794723213,0.369758453102876,1,1.08317278737359,0.611229815253573
"629",47,0.287694171536714,0.369758453102876,1,0.446619040358788,0.898157520518277
"147",48,0,1.75984977781917,1,1.47102038201307,-0.170037058285565
"233",48,0.040260479785502,1.75984977781917,1,1.27491290218048,0.00196521836487021
"437",48,0.407826198264956,1.75984977781917,1,0.858218825955317,0.846168541302567
"539",48,0.55874849203974,1.75984977781917,1,1.06056992349574,-0.125250106483189
"630",48,1.05725805088878,1.75984977781917,1,0.777031930161971,0.411126956014084
"723",48,1.23266396438703,1.75984977781917,1,0.243780928375621,0.924674466125948
"148",49,0,0.656795560707198,1,0.0521530996507035,1.39586305089827
"438",49,0.209622153546661,0.656795560707198,1,-0.0563444681149462,0.545340596793336
"540",49,0.613589889369905,0.656795560707198,1,0.0865977672753295,0.722654449860769
"149",50,0,1.16799511231938,1,0.209709530266807,2.20561006917976
"234",50,0.154183720238507,1.16799511231938,1,0.384073676975964,1.7534786497913
"439",50,0.0852347346954048,1.16799511231938,1,-0.365342372397719,2.42123972200007
"541",50,0.687042849138379,1.16799511231938,1,0.38260360520756,2.22351967577121
"631",50,0.260606330353767,1.16799511231938,1,0.779333000492481,2.35917381640099
"819",50,1.15965987974778,1.16799511231938,1,0.399492099569333,1.96633171898397
"150",51,0,1.2582461974842,1,0.341804955436451,1.57119115046256
"235",51,1.24045227421448,1.2582461974842,1,-1.14982589435016,0.448901819857236
"335",51,0.467993499711156,1.2582461974842,1,-0.136859991009813,0.986944719510926
"724",51,0.0546845737844706,1.2582461974842,1,0.0313811888341276,1.39345969844466
"151",52,0,1.88391331968594,1,2.11694058710943,0.39476176320414
"236",52,0.964909905567765,1.88391331968594,1,1.44967073957985,0.104687035541003
"336",52,1.76605897303671,1.88391331968594,1,1.85476531247471,0.699362632207325
"440",52,0.581731486599892,1.88391331968594,1,1.70713343210396,0.649650299613375
"542",52,1.20439274143428,1.88391331968594,1,1.40715214714825,0.806624060439185
"632",52,0.248372252564877,1.88391331968594,1,1.59285525260652,0.430808915089273
"820",52,1.42377852508798,1.88391331968594,1,1.21334358949252,1.13625245327246
"97",52,0.745444031897932,1.88391331968594,1,1.39921829807808,0.828039092673948
"152",53,0,0.613581384903542,1,3.14675725412584,1.05689941952534
"337",53,0.508291864302009,0.613581384903542,1,3.35369273026392,1.70046621835875
"441",53,0.00667899288237095,0.613581384903542,1,3.55392486223106,1.85205027825254
"543",53,0.136471817735583,0.613581384903542,1,3.84462899184409,1.49930053658321
"633",53,0.611120249144733,0.613581384903542,1,3.78529210787034,1.25252112102834
"725",53,0.590507821179926,0.613581384903542,1,3.60520069501117,1.44323918947461
"153",54,0,1.59035290608758,1,0.339314802421061,0.776369844008674
"237",54,0.7926130364649,1.59035290608758,1,0.260161166782523,1.2150366559825
"338",54,0.904738752637058,1.59035290608758,1,0.748332595379,1.51438782256225
"442",54,0.596957837697119,1.59035290608758,1,0.403675025510844,0.768093837994726
"544",54,0.443264036439359,1.59035290608758,1,1.02581318413618,1.16085833262175
"821",54,0.923920380882919,1.59035290608758,1,0.819206948154537,1.43636478275073
"154",55,0,6.71681686616503,0,-1.29754665776614,-0.368787730900338
"238",55,0.855098970700055,6.71681686616503,0,-1.57978550984664,-0.843174728286701
"339",55,1.43330406583846,6.71681686616503,0,-1.7287241030537,-1.16665799495461
"443",55,0.280515618156642,6.71681686616503,0,-1.04148677248894,-0.903886077356465
"545",55,0.417577343992889,6.71681686616503,0,-1.35398851201983,-0.432318317647333
"634",55,0.906390723306686,6.71681686616503,0,-1.74236331111948,-0.976996756830404
"726",55,0.496131860651076,6.71681686616503,0,-1.55858181688545,-0.262003247949608
"822",55,0.775778597220778,6.71681686616503,0,-1.47046772215135,-1.47734453441093
"155",56,0,1.36999035768551,1,0.371435121181659,0.826947412489415
"444",56,1.06786121474579,1.36999035768551,1,0.370080080077708,1.60199213504464
"546",56,1.32247829018161,1.36999035768551,1,1.08631664058565,1.45881700974524
"635",56,1.06770218769088,1.36999035768551,1,0.599919124076231,1.56851836516644
"727",56,0.18575834762305,1.36999035768551,1,0.551866496137306,1.12081439344776
"156",57,0,2.62016884525146,1,-1.24636749035847,0.0879103255722795
"239",57,0.638836547732353,2.62016884525146,1,-0.988124761824693,-0.160119477821681
"340",57,0.850322496145964,2.62016884525146,1,-0.745795970955137,-0.243269435266083
"445",57,1.63203364796937,2.62016884525146,1,0.0869606433560319,-0.344797129838075
"547",57,0.578331614844501,2.62016884525146,1,-0.617461786927304,0.469350752769837
"636",57,0.607667816802859,2.62016884525146,1,-0.505922591940464,0.0929452371795514
"728",57,1.1485867225565,2.62016884525146,1,-0.214371955971531,-0.0739134023292877
"823",57,1.42257204093039,2.62016884525146,1,-0.873151573158639,0.257010408537201
"157",58,0,1.4501759743318,0,1.22040589366395,0.937397310347379
"548",58,0.201967482920736,1.4501759743318,0,1.15632395360929,0.464345601173784
"637",58,0.87578779598698,1.4501759743318,0,0.400517838288481,0.822499602763233
"158",59,0,2.13851451973896,0,0.0676840894827176,0.354007679336455
"240",59,1.85618589445949,2.13851451973896,0,-0.247666355222837,0.621918366904595
"341",59,0.583488100674003,2.13851451973896,0,-0.192989958102751,0.776534845525847
"446",59,0.406340077519417,2.13851451973896,0,0.277109060699592,0.562476967075177
"549",59,0.997183999978006,2.13851451973896,0,0.37838698795628,0.491027014431983
"159",60,0,1.6113561320025,1,-0.12413297300307,1.99988042696887
"241",60,0.124673612415791,1.6113561320025,1,0.127655860646749,2.20681648962182
"342",60,0.645866208244115,1.6113561320025,1,-0.0312304705648964,1.45302509118792
"447",60,1.43791049160063,1.6113561320025,1,0.410152037956272,1.85368120844238
"550",60,0.741159513127059,1.6113561320025,1,0.721752325959607,1.3117968340423
"638",60,0.12738745380193,1.6113561320025,1,-0.00516845965996343,1.60696496302901
"729",60,0.600417136214674,1.6113561320025,1,0.214540318848399,1.91104320660451
"160",61,0,1.73973700099678,1,-1.95321596637228,0.106311099185565
"242",61,1.02411135099828,1.73973700099678,1,-2.00679052820472,0.588934941653612
"343",61,1.55858172802255,1.73973700099678,1,-2.51292048924987,0.267421345777259
"448",61,1.73006254248321,1.73973700099678,1,-3.21590682883328,0.665573252678367
"551",61,1.31768076075241,1.73973700099678,1,-3.20921288900165,0.0265807107108956
"639",61,0.710723725147545,1.73973700099678,1,-2.41427734689845,-0.278958473697667
"730",61,1.72059482615441,1.73973700099678,1,-2.85594627458341,0.516136196593755
"161",62,0,1.00714341625269,1,0.871528604636914,2.69814250830787
"640",62,0.302722330670804,1.00714341625269,1,0.1963390800545,2.12142852946331
"731",62,0.644492670428008,1.00714341625269,1,-0.351908446415231,1.79549290425873
"162",63,0,0.774077974004764,1,2.85529207255559,0.434790496267675
"449",63,0.222052588593215,0.774077974004764,1,1.91015583321233,1.042926548088
"641",63,0.125479123089463,0.774077974004764,1,2.08289666237416,1.2573125062717
"732",63,0.748456079512835,0.774077974004764,1,2.09829045207089,1.44735025988494
